Medicamento,Comercializado,Especie de destino
FELIGEN CRP R,NO,Gatos
FELIGEN CRP R,NO,Gatos
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,SI,Perros
SPASMIUM COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE,NO,Perros
POTENCIL,NO,Perros
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,NO,Perros
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,NO,Perros
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,SI,Perros
TOLFEDOL 40 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO GATOS Y PERROS # TOLFEDOL,SI,Perros
DORMISAN 1 mg/ml SOLUCION INYECTABLE PARA  PERROS Y GATOS,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
LINESVALL 150 mg/ml SOLUCION INYECTABLE,SI,Perros
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,SI,Gatos
CANTHARIS COMPOSITUM USO VETERINARIO SOLUCION INYECTABLE,NO,Gatos
CARPROFELICAN 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
CARPROFELICAN 50 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Gatos
"MELOXIDYL 0,5 mg/ml SUSPENSION ORAL PARA GATOS",SI,Gatos
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Gatos
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,SI,Gatos
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Perros
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Perros
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Perros
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Perros
FIPRONILO-(S)-METOPRENO CEVA SOLUCION SPOT-ON PARA PERROS 2-10 KG Y GATOS > 5 KG,NO,Gatos
ITCH ZAAP 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS # FIPRALONE DUO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS,NO,Gatos
ITCH ZAAP 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS # FIPRALONE DUO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS,NO,Gatos
ITCH ZAAP 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS # FIPRALONE DUO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS,NO,Gatos
ITCH ZAAP 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS # FIPRALONE DUO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS,NO,Gatos
ITCH ZAAP 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS # FIPRALONE DUO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
PREDNICORTONE 20 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
ENROXAL SABOR 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
ENROXAL SABOR 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
ENROXAL SABOR 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
ENROXAL SABOR 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
EURICAN LMULTI SUSPENSION INYECTABLE # EURICAN LMULTI,SI,Perros
EURICAN LMULTI SUSPENSION INYECTABLE # EURICAN LMULTI,NO,Perros
EURICAN LMULTI SUSPENSION INYECTABLE # EURICAN LMULTI,NO,Perros
EURICAN DAP-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAP-LMULTI,SI,Perros
EURICAN DAP-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAP-LMULTI,NO,Perros
EURICAN DAP-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAP-LMULTI,NO,Perros
EURICAN DAPPI-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAPPi-LMULTI,SI,Perros
EURICAN DAPPI-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAPPi-LMULTI,NO,Perros
EURICAN DAPPI-LMULTI LIOFILIZADO Y SUSPENSION PARA PREPARACION DE SUSPENSION INYECTABLE # EURICAN DAPPi-LMULTI,NO,Perros
CARDINEFRIL 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS # BEGLIO 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,NO,Gatos
CARDINEFRIL 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS # BEGLIO 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,NO,Perros
CARDINEFRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BEGLIO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
CARDINEFRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BEGLIO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
CARDINEFRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BEGLIO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
CARDINEFRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BEGLIO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
VETPRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
VETPRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
VETPRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
VETPRIL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS Y GATOS # CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Perros
CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS Y GATOS # CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS,SI,Perros
CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS Y GATOS # CEFASEPTIN 75 mg COMPRIMIDOS PARA PERROS,NO,Gatos
CENSULFATRIM SOLUCION INYECTABLE,SI,Perros
CENSULFATRIM SOLUCION INYECTABLE,SI,Gatos
CENSULFATRIM SOLUCION INYECTABLE,NO,Gatos
CENSULFATRIM SOLUCION INYECTABLE,NO,Perros
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",SI,Perros
"CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS  PORCINO PERROS Y GATOS # CORTEXONAVET 2 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PORCINO, PERROS Y GATOS",SI,Perros
CALMOPROMAZIN 15 mg/ml GOTAS ORALES EN SOLUCION,NO,Perros
ACEPROVET 15 mg/ml GOTAS ORALES EN SOLUCION,SI,Gatos
ISOFLURIN 1000 mg/g  LÍQUIDO PARA INHALACIÓN DEL VAPOR,SI,Perros
ISOFLURIN 1000 mg/g  LÍQUIDO PARA INHALACIÓN DEL VAPOR,SI,Perros
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",SI,Perros
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",NO,Perros
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",NO,Perros
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",NO,Perros
"SILEO 0,1 mg/ml GEL BUCAL PARA PERROS",NO,Perros
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",SI,Gatos
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",SI,Gatos
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",SI,Perros
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",SI,Perros
"BUPREDINE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS, GATOS Y CABALLOS # BUPREDINE MULTIDOSIS VET. 0,3 mg/ml SOLUCION INYECTABLE",SI,Perros
VERSICAN PLUS DP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,SI,Perros
VERSICAN PLUS DP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,NO,Perros
VERSICAN PLUS DHP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,SI,Perros
VERSICAN PLUS DHP LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,NO,Perros
EUTHOXIN 500 mg/ml SOLUCIÓN INYECTABLE,SI,Perros
REVERSE 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROBACTIN 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXANIL 600 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,SI,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,SI,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
LETIFEND LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA PERROS,NO,Perros
HEMO 125 mg/ml  SOLUCION INYECTABLE # HEMO 125 mg/ml solución inyectable,NO,Perros
HEMO 125 mg/ml  SOLUCION INYECTABLE # HEMO 125 mg/ml solución inyectable,NO,Gatos
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,SI,Perros
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi/L LIOFILIZADO Y SUSPENSIÓN PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,SI,Gatos
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
AMFLEE COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
FYPERIX COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
FYPERIX COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
FYPERIX COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
FYPERIX COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
FYPERIX COMBO 50 mg/60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,NO,Gatos
"ASTHENODEX 0,5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Gatos
DEXMOPET 0.5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Gatos
DEXASHOT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO  PERROS Y GATOS,SI,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,SI,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS # CANIGEN DHPPi LIOFILIZADO Y SOLVENTE PARA SUSPENSIÓN INYECTABLE PARA PERROS,NO,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE,NO,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE,NO,Perros
GANADEXIL ENROFLOXACINO 50 mg/ml SOLUCION INYECTABLE,NO,Perros
EURICAN DAP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,SI,Perros
EURICAN DAP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,NO,Perros
EURICAN DAPPI  LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,NO,Perros
EURICAN DAPPI  LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,NO,Perros
EURICAN DAPPI  LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE.,NO,Perros
DERMIPRED 5 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 5 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 5 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 5 MG COMPRIMIDOS PARA PERROS,SI,Perros
DERMIPRED 10 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 10 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 10 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 10 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 20 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 20 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 20 MG COMPRIMIDOS PARA PERROS,NO,Perros
DERMIPRED 20 MG COMPRIMIDOS PARA PERROS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
CEFABACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEFABACTIN 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
